,season,match_id,match_name,home_team,away_team,venue,current_innings,innings_id,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,isNotOut
607,2022,1298140,SL v UAE,SL,UAE,"Simonds Stadium, South Geelong, Victoria",UAE,2,Junaid Siddique,18,16,22,1,1,112.50,False
608,2022,1298140,SL v UAE,SL,UAE,"Simonds Stadium, South Geelong, Victoria",UAE,2,Zahoor Khan,1,1,15,0,0,100.00,True
609,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Michael van Lingen,20,19,20,3,0,105.26,False
610,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Divan la Cock,0,2,5,0,0,0.00,False
611,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Stephan Baard,19,22,46,0,0,86.36,False
612,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Jan Nicol Loftie-Eaton,0,2,3,0,0,0.00,False
613,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Jan Frylinck,43,48,63,1,1,89.58,False
614,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,Gerhard Erasmus,16,18,37,0,0,88.88,False
615,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,David Wiese,11,5,8,1,0,220.00,True
616,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NAM,1,JJ Smit,5,4,6,1,0,125.00,True
617,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Max O'Dowd,35,35,59,1,1,100.00,False
618,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Vikramjit Singh,39,31,37,3,2,125.80,False
619,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Bas de Leede,30,30,51,2,0,100.00,True
620,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Tom Cooper,6,6,7,1,0,100.00,False
621,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Colin Ackermann,0,2,2,0,0,0.00,False
622,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Scott Edwards,1,5,5,0,0,20.00,False
623,2022,1298139,NAM v NED,NAM,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Tim Pringle,8,9,14,0,0,88.88,True
624,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Regis Chakabva,0,2,3,0,0,0.00,False
625,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Craig Ervine,9,12,28,1,0,75.00,False
626,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Wessly Madhevere,22,19,22,4,0,115.78,False
627,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Sean Williams,12,11,24,0,1,109.09,False
628,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Sikandar Raza,82,48,72,5,5,170.83,False
629,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Milton Shumba,16,14,26,1,0,114.28,False
630,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Ryan Burl,1,4,9,0,0,25.00,False
631,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",ZIM,1,Luke Jongwe,20,10,14,3,0,200.00,True
632,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Paul Stirling,0,2,3,0,0,0.00,False
633,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Andy Balbirnie,3,4,20,0,0,75.00,False
634,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Lorcan Tucker,11,11,10,2,0,100.00,False
635,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Harry Tector,1,4,5,0,0,25.00,False
636,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Curtis Campher,27,22,41,1,0,122.72,False
637,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,George Dockrell,24,20,25,3,0,120.00,False
638,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Gareth Delany,24,20,23,1,1,120.00,False
639,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Mark Adair,9,10,18,0,1,90.00,False
640,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Simi Singh,0,1,1,0,0,0.00,False
641,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Barry McCarthy,22,16,23,1,2,137.50,True
642,2022,1298138,IRE v ZIM,ZIM,IRE,"Bellerive Oval, Hobart",IRE,2,Josh Little,7,11,17,1,0,63.63,True
643,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,George Munsey,66,53,106,9,0,124.52,True
644,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Michael Jones,20,17,36,3,0,117.64,False
645,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Matthew Cross,3,5,10,0,0,60.00,False
646,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Richie Berrington,16,14,21,0,1,114.28,False
647,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Calum MacLeod,23,14,15,4,0,164.28,False
648,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Michael Leask,4,6,8,0,0,66.66,False
649,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",SCOT,1,Chris Greaves,16,11,19,2,0,145.45,True
650,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Kyle Mayers,20,13,12,3,1,153.84,False
651,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Evin Lewis,14,13,30,1,1,107.69,False
652,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Brandon King,17,15,24,3,0,113.33,False
653,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Nicholas Pooran,5,9,14,0,0,55.55,False
654,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Shamarh Brooks,4,9,24,0,0,44.44,False
655,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Rovman Powell,5,6,12,0,0,83.33,False
656,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Jason Holder,38,33,37,4,1,115.15,False
657,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Akeal Hosein,1,1,4,0,0,100.00,False
658,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Alzarri Joseph,0,1,4,0,0,0.00,False
659,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Odean Smith,5,8,14,0,0,62.50,False
660,2022,1298137,SCOT v WI,SCOT,WI,"Bellerive Oval, Hobart",WI,2,Obed McCoy,2,3,10,0,0,66.66,True
661,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Chirag Suri,12,20,28,1,0,60.00,False
662,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Muhammad Waseem,41,47,71,1,2,87.23,False
663,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Kashif Daud,15,14,19,0,1,107.14,False
664,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Vriitya Aravind,18,21,37,0,0,85.71,False
665,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Zawar Farid,2,4,8,0,0,50.00,False
666,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Basil Hameed,4,4,7,1,0,100.00,False
667,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Chundangapoyil Rizwan,1,2,7,0,0,50.00,False
668,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Aayan Afzal Khan,5,7,8,0,0,71.42,False
669,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Karthik Meiyappan,0,0,4,0,0,-,True
670,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",UAE,1,Junaid Siddique,0,1,1,0,0,0.00,True
671,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Vikramjit Singh,10,7,8,2,0,142.85,False
672,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Max O'Dowd,23,18,25,3,1,127.77,False
673,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Bas de Leede,14,18,37,1,0,77.77,False
674,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Colin Ackermann,17,19,33,1,0,89.47,False
675,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Tom Cooper,8,16,22,0,0,50.00,False
676,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Scott Edwards,16,19,42,0,0,84.21,True
677,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Roelof van der Merwe,0,2,4,0,0,0.00,False
678,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Tim Pringle,15,16,26,0,0,93.75,False
679,2022,1298136,NED v UAE,UAE,NED,"Simonds Stadium, South Geelong, Victoria",NED,2,Logan van Beek,4,4,7,0,0,100.00,True
680,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Michael van Lingen,3,6,7,0,0,50.00,False
681,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Divan la Cock,9,9,15,1,0,100.00,False
682,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Jan Nicol Loftie-Eaton,20,12,18,1,2,166.66,False
683,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Stephan Baard,26,24,49,2,0,108.33,False
684,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Gerhard Erasmus,20,24,30,0,0,83.33,False
685,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,Jan Frylinck,44,28,44,4,0,157.14,False
686,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,David Wiese,0,1,4,0,0,0.00,False
687,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",NAM,1,JJ Smit,31,16,29,2,2,193.75,True
688,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Pathum Nissanka,9,10,16,1,0,90.00,False
689,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Kusal Mendis,6,6,8,0,0,100.00,False
690,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Dhananjaya de Silva,12,11,25,1,0,109.09,False
691,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Danushka Gunathilaka,0,1,2,0,0,0.00,False
692,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Bhanuka Rajapaksa,20,21,39,2,0,95.23,False
693,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Dasun Shanaka,29,23,37,2,1,126.08,False
694,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Wanindu Hasaranga de Silva,4,8,9,0,0,50.00,False
695,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Chamika Karunaratne,5,8,15,0,0,62.50,False
696,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Pramod Madushan,0,0,4,0,0,-,False
697,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Dushmantha Chameera,8,15,20,0,0,53.33,False
698,2022,1298135,NAM v SL,NAM,SL,"Simonds Stadium, South Geelong, Victoria",SL,2,Maheesh Theekshana,11,11,14,0,1,100.00,True
